Date/Time,CORE_ZN:Zone Mean Air Temperature [C](Hourly),PERIMETER_ZN_1:Zone Mean Air Temperature [C](Hourly),PERIMETER_ZN_2:Zone Mean Air Temperature [C](Hourly),PERIMETER_ZN_3:Zone Mean Air Temperature [C](Hourly),PERIMETER_ZN_4:Zone Mean Air Temperature [C](Hourly),ATTIC:Zone Mean Air Temperature [C](Hourly),CORE_ZN:Zone Thermal Comfort Fanger Model PMV [](Hourly),PERIMETER_ZN_1:Zone Thermal Comfort Fanger Model PMV [](Hourly),PERIMETER_ZN_2:Zone Thermal Comfort Fanger Model PMV [](Hourly),PERIMETER_ZN_3:Zone Thermal Comfort Fanger Model PMV [](Hourly),PERIMETER_ZN_4:Zone Thermal Comfort Fanger Model PMV [](Hourly) 
 01/31  02:00:00,20.119577969532884,18.7279843951857,17.18913796655492,17.43974660710884,17.794274653424406,-5.083699189027619,-0.7473951687034792,-1.1194372172387375,-1.462422964379124,-1.3999405581082636,-1.316911671646487 
 01/31  03:00:00,20.033208505382106,18.559565136723094,17.033477993098906,17.273836160196325,17.61843356800795,-7.287408275010382,-0.7666810710813343,-1.1601316001799957,-1.4994931881800984,-1.4393778575273632,-1.3594923478305578 
 01/31  04:00:00,19.943109874122,18.42048002799786,16.91333687034315,17.14521806246916,17.47805206987998,-8.320309223454494,-0.7865444150179808,-1.1949424608596935,-1.5298455919694973,-1.471736408225865,-1.3950355118127624 
 01/31  05:00:00,19.948053987835834,18.217383514515337,16.728603099074984,16.95790035265811,17.275192262390554,-9.042312591602336,-0.7931578948382219,-1.2383398035311417,-1.5686251712822694,-1.5116832527737747,-1.438438112909749 
 01/31  06:00:00,20.19073702471795,18.061568898682594,16.5920402181899,16.817564921257922,17.12319515673218,-9.757958763858511,-0.7620093038994633,-1.2750288531282887,-1.6009312883451075,-1.544991167372418,-1.474909151996568 
 01/31  07:00:00,22.498007110289752,22.366834801796077,20.784830756504064,21.76471238573031,22.14283637620332,-9.795652715288153,-0.41747177355511456,-0.6480501558731202,-0.9894280018699433,-0.8195125074453486,-0.7423402442010898 
 01/31  08:00:00,22.610165986737165,22.47935624809299,21.10969804503288,22.55302975947135,22.609254286025838,-9.241483749634588,-0.3615383533483659,-0.5470766620753483,-0.8473359808085978,-0.6138791934013672,-0.5771645714130778 
 01/31  09:00:00,22.61000149113977,22.609800036505668,21.10999965556816,22.610015728076103,22.609998700823358,-4.226356476465648,-0.32812058963612245,-0.4141783022316089,-0.7137218446819176,-0.5338903599089216,-0.5132559696742056 
 01/31  10:00:00,22.610000000614864,22.609999881750277,21.10999999943099,22.61000030738101,22.609999997210995,5.2793303053184095,-0.2969832412203234,-0.33317551440322724,-0.6623118141596198,-0.4816935812011123,-0.46510993133389494 
 01/31  11:00:00,22.610000000000277,22.609999999912052,20.83457539573081,22.610000000108172,22.609999999993363,12.741894479579697,-0.2744015791468354,-0.2923433369392229,-0.7009222543720466,-0.4491713462116098,-0.4327218763888687 
 01/31  12:00:00,22.61,22.88024367282297,21.086774869492594,22.61000000000004,22.60999999999998,18.152450962630702,-0.2526618175941826,-0.19237905020864315,-0.6671875007456208,-0.4214367738551108,-0.4028730163371946 
 01/31  13:00:00,22.61,22.641846877841992,20.77917706842599,22.61,22.61,23.262156762505022,-0.23118223735848276,-0.1566884206403554,-0.7002457895748152,-0.40202457530025604,-0.3797323961739691 
 01/31  14:00:00,22.613842018598625,23.743362158995442,21.173705986291708,22.61,22.61,26.124299501218815,-0.20596189225537906,0.04178057133731149,-0.6300964952909299,-0.3815145640139362,-0.3332924997832445 
 01/31  15:00:00,22.681924888428284,23.889800807288594,21.067831846726882,22.61,22.704231323654753,24.884787106475308,-0.17735436567663534,0.09690089066662017,-0.6295635043986894,-0.3610981654516711,-0.262083383411748 
 01/31  16:00:00,22.75890472705929,23.88999971193928,21.291218385759606,22.61,22.946921167603705,19.79570268775614,-0.15795276952967652,0.0840432898235706,-0.5916649606731773,-0.34838968565633127,-0.19638129134870902 
 01/31  17:00:00,22.77994831893793,23.856563945634583,21.28114985330322,22.61,23.17362272991085,13.91144852896873,-0.1445663681523359,0.06326479907660414,-0.5848264513163882,-0.34127033719568134,-0.1354123843385449 
 01/31  18:00:00,22.61730993303021,22.67471673233851,21.11836151516666,22.610000000000003,22.6570998025934,7.2096024922244,-0.18193586027204944,-0.17870567505231655,-0.6256221525246135,-0.35798176607827586,-0.2682460594911261 
 01/31  19:00:00,22.610005055055876,22.61011919974365,21.11001906307482,22.61,22.610208213634877,0.659336234612813,-0.21689944794943794,-0.2540615905442081,-0.6532294075802791,-0.38279556692012845,-0.32317507644244525 
 01/31  20:00:00,21.924345271646192,21.80279110284217,19.790403961132295,20.436373154805636,20.959433618246592,-3.125556013805907,-0.324186361040484,-0.39949576161827,-0.8573403999509861,-0.7084403705909922,-0.5819462875172372 
 01/31  21:00:00,21.64951481354708,21.425165045438227,19.402555230503502,19.83705473942216,20.436360498051958,-5.204341195848951,-0.36735788211124853,-0.4802259551592605,-0.9399125553701559,-0.8326425029150344,-0.6935188683887213 
 01/31  22:00:00,21.479730508329606,21.083790914351226,19.06396399838392,19.435322309935447,20.028640333871657,-6.470070883460368,-0.38985410568086093,-0.5492399649794972,-1.0061536978414267,-0.9124603952864494,-0.7754312184496099 
 01/31  23:00:00,21.310617666059862,20.721004375373198,18.707546150001274,19.041147100331155,19.605263149369364,-7.0695798500885685,-0.41831096266122225,-0.6219416852310707,-1.0729894160003977,-0.9881693424246446,-0.8583797138338733 
 01/31  24:00:00,21.0956983302888,20.329897871857753,18.314996193623706,18.643203310776748,19.186158564986624,-8.324599850849015,-0.4592368814218017,-0.7025534081640663,-1.150880076938035,-1.067359992369466,-0.9428769309182943 
